Initializing module baselineTestQoS.hostSSH[14].ipv4.igmp, stage 12
** Event #294  t=0.013631126028  0% completed  (0% total)   baselineTestQoS.hostVID[36].ppp[0].ppp (Ppp, id=2561)
** Event #295  t=0.013631502028  0% completed  (0% total)   baselineTestQoS.hostVID[36].ppp[0].ppp (Ppp, id=2561)
** Event #296  t=0.013631602028  0% completed  (0% total)   baselineTestQoS.router0.ppp[37].ppp (Ppp, id=17943)
** Event #297  t=0.013631602028  0% completed  (0% total)   baselineTestQoS.router0.ipv4.ip (Ipv4, id=20260)
** Event #298  t=0.013631602028  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp (Ppp, id=17296)
[WARN]	Curr num packets to dequeue: 0; All packets: 1; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.013731602028
[FATAL]	Enqueue packet to 36
[WARN]	activateClassPrios called for class leafhostVID36
[WARN]	Class: innerconnVID
[WARN]	   - burst size: 64000
[WARN]	   - cburst size: 64000
[WARN]	   - chackpoint time: 0.012192581078
[WARN]	   - level: 1
[WARN]	   - number of children: 80
[WARN]	   - parent class name: root
[WARN]	   - current tokens: 56031
[WARN]	   - current ctokens: 56755
[WARN]	   - current class mode: 0
[WARN]	   - active priorities: 1;0;0;0;0;0;0;0;
[WARN]	Expected class leafhostVID36 change at simtime 0.013631603028
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0:  Next to dequeue: None
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 5 elements
[WARN]	Class: leafhostVID36
[WARN]	   - burst size: 64000
[WARN]	   - cburst size: 64000
[WARN]	   - chackpoint time: 0.011626256428
[WARN]	   - level: 0
[WARN]	   - number of children: 0
[WARN]	   - parent class name: innerconnVID
[WARN]	   - current tokens: -573500
[WARN]	   - current ctokens: -515545
[WARN]	   - current class mode: 1
[WARN]	   - active priorities: 1;0;0;0;0;0;0;0;
[WARN]	   - leaf priority: 0
[WARN]	   - current queue level: 0
[WARN]	   - queue num: 36
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0:  Next to dequeue: None
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 5 elements
[WARN]	The following class can send...
[WARN]	Class: leafhostVID36
[WARN]	   - burst size: 64000
[WARN]	   - cburst size: 64000
[WARN]	   - chackpoint time: 0.011626256428
[WARN]	   - level: 0
[WARN]	   - number of children: 0
[WARN]	   - parent class name: innerconnVID
[WARN]	   - current tokens: -573500
[WARN]	   - current ctokens: -515545
[WARN]	   - current class mode: 1
[WARN]	   - active priorities: 1;0;0;0;0;0;0;0;
[WARN]	   - leaf priority: 0
[WARN]	   - current queue level: 1
[WARN]	   - queue num: 36
[WARN]	Curr num packets to dequeue: 1; All packets: 2; Possible to dequeue: 36;
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0:  Next to dequeue: None
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 5 elements
[WARN]	doEvents: Considering class leafhostVID36 event lies in the future...
[WARN]	doEvents: Next event scheduled at 0.013631603028 but current time is 0.013631602028
[WARN]	doEvents: Wait queue for level 0: leafhostVID36(0.013631603028); leafhostSSH62(0.012384925144); leafhostVID44(0.012708126078); leafhostSSH62(0.012384925144); leafhostVID36(0.013631603028); 
[WARN]	Dequeue - testing: level = 0; priority = 0
[WARN]	Dequeue - testing: level = 0; priority = 1
[WARN]	Dequeue - testing: level = 0; priority = 2
[WARN]	Dequeue - testing: level = 0; priority = 3
[WARN]	Dequeue - testing: level = 0; priority = 4
[WARN]	Dequeue - testing: level = 0; priority = 5
[WARN]	Dequeue - testing: level = 0; priority = 6
[WARN]	Dequeue - testing: level = 0; priority = 7
[WARN]	Self feeds for Level:  1
[WARN]	   - Self feed for priority 0: innerconnVID ; Next to dequeue: innerconnVID
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 1 contains 1 elements
[WARN]	doEvents: Considering class innerconnSSH in new mode 0
[WARN]	Dequeue - testing: level = 1; priority = 0
[WARN]	Dequeue - Found class to dequeue on level 1 and priority 0
[WARN]	Checking class leafhostVID36
[WARN]	Could pop packet on class leafhostVID36!
[WARN]	Deactivate class called from htbDequeue!
[WARN]	deactivateClassPrios called for class leafhostVID36
[WARN]	Working on class innerconnVID now with mode 0
[WARN]	Class innerconnVID is with with mode 0 and is active on some priority!
[WARN]	Class is active on priority 0
[WARN]	Class was considered next to dequeue on level  1 and priority 0
[WARN]	Size 1 = 1
[WARN]	There was one or fewer classe in the self feed for level 1 and priority 0
[WARN]	Set next to dequeue to NULL
[WARN]	Erase class innerconnVID with with mode 0 from self feed on level 1 and priority 0
[WARN]	Diff is: 2005345; Packet Bytes: 47Used toks:587500Used ctoks:534091
[WARN]	Mode changed from 1 to 2
[WARN]	Deleted leafhostVID36 from wait queue on level 0
[WARN]	Expected class leafhostVID36 change at simtime 0.014101692028
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0:  Next to dequeue: None
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 5 elements
[WARN]	Added leafhostVID36 to wait queue on level 0
[WARN]	Diff is: 1439020; Packet Bytes: 47Used toks:7343.75Used ctoks:6676.14
[WARN]	Diff is: 1439020; Packet Bytes: 47Used toks:1880Used ctoks:1880
[WARN]	Class: leafhostVID36
[WARN]	   - burst size: 64000
[WARN]	   - cburst size: 64000
[WARN]	   - chackpoint time: 0.013631602028
[WARN]	   - level: 0
[WARN]	   - number of children: 0
[WARN]	   - parent class name: innerconnVID
[WARN]	   - current tokens: 1431845
[WARN]	   - current ctokens: -470090
[WARN]	   - current class mode: 2
[WARN]	   - active priorities: 0;0;0;0;0;0;0;0;
[WARN]	   - leaf priority: 0
[WARN]	   - current queue level: 1
[WARN]	   - queue num: 36
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0:  Next to dequeue: None
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 5 elements
[WARN]	Inner feeds for Inner Class:  innerconnVID
[WARN]	   - Inner feed for priority 0:  Next to dequeue: None
[WARN]	   - Inner feed for priority 1:  Next to dequeue: None
[WARN]	   - Inner feed for priority 2:  Next to dequeue: None
[WARN]	   - Inner feed for priority 3:  Next to dequeue: None
[WARN]	   - Inner feed for priority 4:  Next to dequeue: None
[WARN]	   - Inner feed for priority 5:  Next to dequeue: None
[WARN]	   - Inner feed for priority 6:  Next to dequeue: None
[WARN]	   - Inner feed for priority 7:  Next to dequeue: None
[WARN]	Dequeue - The class to dequeue (level = 1; priority = 0) yielded a valid queue number 36 for dequeuing!
[WARN]	Dequeue - Queue index to dequeue returned: 36
** Event #299  t=0.013633478028  0% completed  (0% total)   baselineTestQoS.hostVID[36].ppp[0].ppp (Ppp, id=2561)
** Event #300  t=0.013633482028  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp (Ppp, id=17296)
[WARN]	Curr num packets to dequeue: 0; All packets: 1; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.013733482028
** Event #301  t=0.013633578028  0% completed  (0% total)   baselineTestQoS.router0.ppp[37].ppp (Ppp, id=17943)
** Event #302  t=0.013633578028  0% completed  (0% total)   baselineTestQoS.router0.ipv4.ip (Ipv4, id=20260)
** Event #303  t=0.013633578028  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp (Ppp, id=17296)
[WARN]	Curr num packets to dequeue: 0; All packets: 1; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.013733578028
[FATAL]	Enqueue packet to 36
[WARN]	activateClassPrios called for class leafhostVID36
[WARN]	Class: leafhostVID36
[WARN]	   - burst size: 64000
[WARN]	   - cburst size: 64000
[WARN]	   - chackpoint time: 0.013631602028
[WARN]	   - level: 0
[WARN]	   - number of children: 0
[WARN]	   - parent class name: innerconnVID
[WARN]	   - current tokens: 1431845
[WARN]	   - current ctokens: -470090
[WARN]	   - current class mode: 2
[WARN]	   - active priorities: 1;0;0;0;0;0;0;0;
[WARN]	   - leaf priority: 0
[WARN]	   - current queue level: 0
[WARN]	   - queue num: 36
[WARN]	Expected class leafhostVID36 change at simtime 0.013633579028
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0:  Next to dequeue: None
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 6 elements
[WARN]	Class: leafhostVID36
[WARN]	   - burst size: 64000
[WARN]	   - cburst size: 64000
[WARN]	   - chackpoint time: 0.013631602028
[WARN]	   - level: 0
[WARN]	   - number of children: 0
[WARN]	   - parent class name: innerconnVID
[WARN]	   - current tokens: 1431845
[WARN]	   - current ctokens: -470090
[WARN]	   - current class mode: 2
[WARN]	   - active priorities: 1;0;0;0;0;0;0;0;
[WARN]	   - leaf priority: 0
[WARN]	   - current queue level: 0
[WARN]	   - queue num: 36
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0:  Next to dequeue: None
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 6 elements
[WARN]	Curr num packets to dequeue: 0; All packets: 2; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.013733578028
** Event #304  t=0.013733578028  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp.queue.scheduler (HTBScheduler, id=17724)
[WARN]	Class mode should change from red now!
[WARN]	Curr num packets to dequeue: 0; All packets: 2; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.013833578028
** Event #305  t=0.013833578028  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp.queue.scheduler (HTBScheduler, id=17724)
[WARN]	Class mode should change from red now!
[WARN]	Curr num packets to dequeue: 0; All packets: 2; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.013933578028
** Event #306  t=0.013933578028  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp.queue.scheduler (HTBScheduler, id=17724)
[WARN]	Class mode should change from red now!
[WARN]	Curr num packets to dequeue: 0; All packets: 2; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.014033578028
** Event #307  t=0.014033578028  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp.queue.scheduler (HTBScheduler, id=17724)
[WARN]	Class mode should change from red now!
[WARN]	Curr num packets to dequeue: 0; All packets: 2; Possible to dequeue: 
[WARN]	Next Event will be scheduled at 0.014133578028
** Event #308  t=0.014133578028  0% completed  (0% total)   baselineTestQoS.router0.ppp[0].ppp.queue.scheduler (HTBScheduler, id=17724)
[WARN]	Class mode should change from red now!
[WARN]	The following class can send...
[WARN]	Class: leafhostVID36
[WARN]	   - burst size: 64000
[WARN]	   - cburst size: 64000
[WARN]	   - chackpoint time: 0.013631602028
[WARN]	   - level: 0
[WARN]	   - number of children: 0
[WARN]	   - parent class name: innerconnVID
[WARN]	   - current tokens: 1431845
[WARN]	   - current ctokens: -470090
[WARN]	   - current class mode: 2
[WARN]	   - active priorities: 1;0;0;0;0;0;0;0;
[WARN]	   - leaf priority: 0
[WARN]	   - current queue level: 1
[WARN]	   - queue num: 36
[WARN]	Curr num packets to dequeue: 1; All packets: 2; Possible to dequeue: 36;
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0:  Next to dequeue: None
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 6 elements
[WARN]	Deactivate then activate!
[WARN]	Activate priorities for class: leafhostVID36 in new mode 0
[WARN]	activateClassPrios called for class leafhostVID36
[WARN]	Class: leafhostVID36
[WARN]	   - burst size: 64000
[WARN]	   - cburst size: 64000
[WARN]	   - chackpoint time: 0.013631602028
[WARN]	   - level: 0
[WARN]	   - number of children: 0
[WARN]	   - parent class name: innerconnVID
[WARN]	   - current tokens: 1431845
[WARN]	   - current ctokens: -470090
[WARN]	   - current class mode: 0
[WARN]	   - active priorities: 1;0;0;0;0;0;0;0;
[WARN]	   - leaf priority: 0
[WARN]	   - current queue level: 1
[WARN]	   - queue num: 36
[WARN]	doEvents: Considering class leafhostVID36 in new mode 0
[WARN]	doEvents: Considering class leafhostSSH62 in new mode 2
[WARN]	Expected class leafhostSSH62 change at simtime 0.047406488028
[WARN]	Self feeds for Level:  0
[WARN]	   - Self feed for priority 0: leafhostVID36 ; Next to dequeue: leafhostVID36
[WARN]	   - Self feed for priority 1:  Next to dequeue: None
[WARN]	   - Self feed for priority 2:  Next to dequeue: None
[WARN]	   - Self feed for priority 3:  Next to dequeue: None
[WARN]	   - Self feed for priority 4:  Next to dequeue: None
[WARN]	   - Self feed for priority 5:  Next to dequeue: None
[WARN]	   - Self feed for priority 6:  Next to dequeue: None
[WARN]	   - Self feed for priority 7:  Next to dequeue: None
[WARN]	Wait queue for level 0 contains 5 elements
[WARN]	doEvents: Considering class leafhostVID44 in new mode 0
[WARN]	doEvents: Considering class leafhostSSH62 event lies in the future...
[WARN]	doEvents: Next event scheduled at 0.047406488028 but current time is 0.014133578028
[WARN]	doEvents: Wait queue for level 0: leafhostSSH62(0.047406488028); leafhostSSH62(0.047406488028); 
[WARN]	Dequeue - testing: level = 0; priority = 0
[WARN]	Dequeue - Found class to dequeue on level 0 and priority 0
[WARN]	Checking class leafhostVID36
[WARN]	Could pop packet on class leafhostVID36!
[WARN]	Deactivate class called from htbDequeue!
[WARN]	deactivateClassPrios called for class leafhostVID36
[WARN]	Working on class leafhostVID36 now with mode 0
[WARN]	Class leafhostVID36 is with with mode 0 and is active on some priority!
[WARN]	Class is active on priority 0
[WARN]	Class was considered next to dequeue on level  0 and priority 0
[WARN]	Size 0 = 1
[WARN]	There was one or fewer classe in the self feed for level 0 and priority 0
[WARN]	Set next to dequeue to NULL
[WARN]	Erase class leafhostVID36 with with mode 0 from self feed on level 0 and priority 0
[WARN]	Diff is: 501976; Packet Bytes: 247Used toks:3.0875e+06Used ctoks:2.80682e+06
